item,year,element,value,unit,source
"Abaca, manila hemp, raw",2009,Yield,487.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2010,Yield,492.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2011,Yield,493.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2012,Yield,494.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2013,Yield,469.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2014,Yield,504.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2015,Yield,524.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2016,Yield,535.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2017,Yield,520.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2018,Yield,541.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2019,Yield,546.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2020,Yield,536.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2021,Yield,475.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2022,Yield,528.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2023,Yield,519.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Abaca, manila hemp, raw",2024,Yield,512.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1961,Yield,4197.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1962,Yield,4207.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1963,Yield,4517.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1964,Yield,3966.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1965,Yield,3693.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1966,Yield,3909.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1967,Yield,4046.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1968,Yield,4307.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1969,Yield,4005.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1970,Yield,4456.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1971,Yield,5090.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1972,Yield,4609.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1973,Yield,4059.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1974,Yield,5864.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1975,Yield,8852.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1976,Yield,7366.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1977,Yield,8595.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1978,Yield,11748.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1979,Yield,12588.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1980,Yield,12889.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1981,Yield,12814.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1982,Yield,12274.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1983,Yield,11303.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1984,Yield,12124.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1985,Yield,11559.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1986,Yield,13090.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1987,Yield,12646.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1988,Yield,12371.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1989,Yield,10793.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1990,Yield,11351.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1991,Yield,11549.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1992,Yield,11593.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1993,Yield,11658.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1994,Yield,11686.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1995,Yield,12481.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1996,Yield,12278.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1997,Yield,12642.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1998,Yield,11610.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,1999,Yield,12282.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2000,Yield,12888.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2001,Yield,13083.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2002,Yield,13253.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2003,Yield,13159.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2004,Yield,13585.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2005,Yield,15076.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2006,Yield,15845.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2007,Yield,17135.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2008,Yield,19807.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2009,Yield,20192.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2010,Yield,20250.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2011,Yield,20361.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2012,Yield,20311.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2013,Yield,19385.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2014,Yield,31406.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2015,Yield,31918.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2016,Yield,32059.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2017,Yield,32917.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2018,Yield,33348.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2019,Yield,32543.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2020,Yield,31745.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2021,Yield,31868.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2022,Yield,31914.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2023,Yield,31733.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Bananas,2024,Yield,30284.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1961,Yield,5535.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1962,Yield,6626.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1963,Yield,6693.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1964,Yield,8055.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1965,Yield,7694.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1966,Yield,7444.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1967,Yield,7877.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1968,Yield,7225.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1969,Yield,6550.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1970,Yield,7338.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1971,Yield,7462.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1972,Yield,6955.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1973,Yield,6897.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1974,Yield,6504.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1975,Yield,6625.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1976,Yield,6726.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1977,Yield,7769.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1978,Yield,7783.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1979,Yield,7149.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1980,Yield,8250.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1981,Yield,9848.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1982,Yield,10539.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1983,Yield,10428.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1984,Yield,10467.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1985,Yield,10658.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1986,Yield,10708.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1987,Yield,10932.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1988,Yield,10907.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1989,Yield,14217.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1990,Yield,13587.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1991,Yield,15559.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1992,Yield,14955.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1993,Yield,14956.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1994,Yield,14173.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1995,Yield,15240.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1996,Yield,12326.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1997,Yield,12198.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1998,Yield,11397.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,1999,Yield,11453.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2000,Yield,11415.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2001,Yield,11612.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2002,Yield,11710.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2003,Yield,11874.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2004,Yield,12041.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2005,Yield,12323.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2006,Yield,12459.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2007,Yield,14519.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2008,Yield,14991.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2009,Yield,14701.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2010,Yield,15064.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2011,Yield,14656.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2012,Yield,14814.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2013,Yield,15148.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2014,Yield,15401.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2015,Yield,15374.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2016,Yield,15350.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2017,Yield,15479.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2018,Yield,15392.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2019,Yield,16318.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2020,Yield,16184.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2021,Yield,16013.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2022,Yield,16000.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2023,Yield,16245.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
Cabbages,2024,Yield,15205.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1961,Yield,5197.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1962,Yield,5130.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1963,Yield,6572.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1964,Yield,6527.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1965,Yield,6762.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1966,Yield,6941.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1967,Yield,5847.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1968,Yield,5828.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1969,Yield,5423.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1970,Yield,5242.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1971,Yield,5191.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1972,Yield,5447.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1973,Yield,5345.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1974,Yield,6316.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1975,Yield,8255.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1976,Yield,10441.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1977,Yield,9797.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1978,Yield,11726.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1979,Yield,10600.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1980,Yield,9305.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1981,Yield,8403.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1982,Yield,7523.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1983,Yield,6562.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1984,Yield,7398.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1985,Yield,8245.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1986,Yield,8156.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1987,Yield,8509.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1988,Yield,8594.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1989,Yield,8666.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1990,Yield,8674.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1991,Yield,8605.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1992,Yield,8736.3,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1993,Yield,8724.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1994,Yield,8880.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1995,Yield,8442.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1996,Yield,8368.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1997,Yield,8493.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1998,Yield,8054.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",1999,Yield,8453.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2000,Yield,8399.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2001,Yield,7935.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2002,Yield,7830.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2003,Yield,7754.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2004,Yield,7973.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2005,Yield,8191.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2006,Yield,8587.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2007,Yield,8925.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2008,Yield,9173.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2009,Yield,9464.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2010,Yield,9656.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2011,Yield,9987.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2012,Yield,10232.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2013,Yield,10875.5,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2014,Yield,11718.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2015,Yield,12157.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2016,Yield,11991.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2017,Yield,11971.0,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2018,Yield,11961.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2019,Yield,11826.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2020,Yield,11888.7,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2021,Yield,11844.8,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2022,Yield,11836.2,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2023,Yield,11217.9,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Cassava, fresh",2024,Yield,10050.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Coconuts, in shell",1961,Yield,4186.4,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Coconuts, in shell",1962,Yield,5007.1,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
"Coconuts, in shell",1963,Yield,5268.6,kg/ha,FAOSTAT Production_Crops_Livestock (Asia bulk)
